500,AVERAGE,MAX
100,=AVERAGE(A:A),=MAX(A:A)
100
100
100
390
100
100
100
100
100
100
100
670
100
100
440
100
100
100
100
100
420
1000
100
100
100
100
100
100
100
100
100
100
400
100
100
100
100
100
100
100
680
770
3160
100
100
370
100
690
100
100
100
100
100
100
100
100
100
920
850
100
100
100
100
420
100
100
100
550
670
100
100
1290
100
1320
100
100
100
100
100
3160
100
100
100
100
100
100
100
100
100
100
350
100
100
100
100
100
100
100
100
440
100
100
100
100
400
690
820
100
100
100
100
630
100
100
100
1190
3540
370
2720
920
570
3220
100
100
100
640
100
100
100
100
100
370
100
100
100
360
3060
500
100
590
100
2000
370
100
390
100
100
100
100
100
640
100
100
100
100
100
510
100
3300
100
100
1270
100
100
100
1490
100
100
420
960
100
100
100
100
1150
660
370
520
680
100
100
100
100
100
100
100
100
100
2690
100
640
100
100
100
1580
100
100
100
100
770
100
100
650
100
100
380
100
100
100
100
100
100
100
370
100
100
100
100
100
930
100
100
100
100
380
100
100
100
100
100
100
390
100
100
100
100
100
100
100
100
690
100
100
400
400
490
100
100
100
100
100
100
100
100
100
440
2360
100
100
100
580
540
610
100
620
580
100
100
930
100
100
2810
100
100
100
100
390
100
100
100
100
1480
100
2060
370
100
360
1790
670
100
100
100
100
100
100
100
590
100
100
100
100
100
720
100
100
100
100
2930
100
100
100
820
100
380
100
100
100
100
100
100
100
100
100
100
1590
100
100
1430
390
100
1280
100
4370
100
100
100
100
100
1060
100
440
100
100
100
840
100
750
100
610
430
100
100
100
100
100
100
100
1760
100
750
830
100
100
100
100
100
760
100
100
410
100
100
380
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
990
100
100
100
420
100
100
100
100
100
100
100
100
360
100
100
660
100
100
100
100
100
100
100
100
100
100
100
100
400
100
100
100
100
100
100
100
460
100
100
100
100
100
100
710
100
100
100
370
100
100
400
100
100
100
100
100
100
100
100
100
100
380
100
650
100
100
100
100
100
100
100
940
100
100
1300
100
100
100
100
100
100
100
1050
100
390
820
100
100
100
100
100
100
100
100
100
350
100
100
100
100
1610
100
100
100
100
100
1390
100
740
100
100
100
1350
100
100
420
1070
100
100
100
100
460
100
590
100
100
100
100
100
100
100
360
100
100
100
100
100
550
100
100
100
100
100
100
100
1050
100
100
100
100
7110
100
100
100
100
1680
100
100
100
410
100
100
100
100
500
100
100
570
100
100
610
100
100
1030
100
100
1280
100
100
100
1000
100
100
100
100
1280
100
100
100
100
350
100
100
400
690
1290
100
100
100
100
100
100
100
100
430
100
100
100
1120
100
100
100
100
100
100
100
100
100
1020
100
100
490
100
100
100
100
100
100
100
100
100
400
100
420
100
100
430
100
100
100
100
100
100
100
100
100
670
420
3290
370
100
100
500
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
370
100
100
100
1370
100
940
100
100
100
100
100
100
100
100
100
100
3600
100
100
2530
100
100
100
100
100
100
490
440
100
850
100
100
100
960
100
100
100
960
100
420
100
100
100
100
100
390
650
100
100
100
100
100
100
100
100
100
1070
400
100
100
100
690
100
100
440
100
100
790
430
100
100
100
100
100
100
7460
100
100
100
410
100
100
100
440
100
430
380
100
100
100
630
100
100
100
100
100
100
100
100
640
100
100
100
100
100
100
100
100
350
100
100
100
1070
100
100
100
100
100
100
100
100
100
100
420
100
1260
100
410
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
910
100
390
420
100
100
100
100
100
400
100
1360
100
100
100
100
100
100
100
100
100
100
100
100
1190
100
100
100
100
350
100
100
100
100
100
100
100
100
100
1640
870
380
100
100
100
100
750
100
100
100
850
100
100
100
1430
100
100
100
1420
640
410
100
100
2010
100
100
100
100
100
1490
100
580
100
100
100
100
100
100
100
100
5730
100
990
100
100
100
100
100
100
100
100
100
100
950
430
100
100
100
100
100
100
100
350
100
100
100
100
100
100
100
390
380
100
380
100
100
100
100
100
380
100
100
100
100
100
100
100
100
850
100
100
440
100
350
100
3930
100
690
100
100
100
100
370
100
100
100
100
400
100
100
100
100
1770
420
100
100
100
100
370
100
2020
100
100
100
2010
100
660
410
100
100
100
100
100
100
100
1270
100
100
100
100
380
100
100
100
100
680
710
100
100
410
380
100
100
100
2020
100
100
100
380
100
100
100
100
100
100
1000
100
100
100
100
910
100
100
100
100
100
100
100
100
100
100
370
100
100
100
430
100
100
100
100
350
100
100
2140
100
2290
100
100
710
100
100
100
100
710
100
100
100
700
100
100
380
100
100
100
100
100
100
100
380
1280
360
100
100
100
400
100
100
100
440
100
100
100
1280
100
100
100
100
100
400
100
100
620
100
100
100
100
430
100
100
100
100
1690
100
100
350
100
100
390
100
100
100
100
100
100
10570
390
100
100
650
100
100
100
400
100
100
100
410
100
100
100
100
100
100
100
370
100
1460
660
100
100
100
100
100
480
100
100
100
100
100
100
100
100
100
100
100
2230
100
100
350
100
100
100
1370
100
1780
380
100
100
100
760
100
100
100
100
100
3350
630
100
100
2350
100
100
100
100
100
690
1020
420
100
100
100
100
100
100
410
100
100
100
100
100
100
100
100
100
440
370
100
100
100
100
1110
470
100
100
420
100
1870
100
100
100
100
100
100
100
430
390
390
100
430
100
100
100
430
100
100
100
100
540
100
630
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
380
100
100
100
100
680
100
100
1740
100
100
100
100
690
380
100
470
100
100
100
100
100
100
100
100
100
410
430
100
100
100
100
100
1950
100
100
100
100
100
100
100
100
100
1370
1040
530
100
100
370
100
100
400
1810
1550
100
100
350
550
100
100
100
380
100
100
1900
100
100
100
100
100
100
620
100
100
100
100
100
560
440
100
100
100
100
100
100
100
100
100
100
410
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
560
100
1400
100
470
100
100
2480
100
100
350
100
100
390
1940
100
100
730
100
100
100
600
100
1770
100
100
100
100
100
100
100
100
100
100
380
100
100
100
100
100
100
100
630
100
100
830
100
100
770
100
100
1070
100
410
100
100
100
100
680
2910
100
100
100
100
100
100
100
390
100
100
100
100
100
100
100
3080
730
100
100
100
100
100
100
380
690
100
100
100
100
100
360
100
530
100
100
100
100
100
100
100
350
100
100
530
100
100
2320
100
100
100
350
100
100
100
100
100
1540
100
100
3390
100
100
100
100
100
100
100
100
100
100
100
100
100
1290
100
670
100
100
890
100
590
100
100
650
100
100
100
100
100
380
100
520
410
100
100
100
100
100
380
1010
100
100
930
790
100
100
100
1350
100
100
100
100
100
100
370
100
100
100
100
100
420
100
1480
100
100
650
100
400
600
100
100
100
100
100
100
420
2970
980
100
100
100
970
100
100
100
100
100
100
500
100
100
100
100
1390
440
100
100
100
100
400
100
100
100
100
100
100
1530
100
100
100
100
100
350
100
100
100
100
100
100
100
100
100
440
100
100
390
100
100
100
100
100
420
100
100
100
100
100
2720
100
2610
100
550
100
100
100
100
100
100
100
2180
100
100
640
860
100
100
100
100
1150
400
370
100
100
100
100
100
100
100
100
100
100
2130
100
100
1150
100
650
100
100
100
100
100
100
100
100
100
420
100
100
410
100
100
100
100
100
100
100
100
100
100
100
100
100
380
100
100
100
100
1140
100
100
100
100
100
740
100
410
100
4480
1050
5100
100
100
100
100
100
410
100
100
100
1260
100
100
100
100
100
100
100
100
430
440
100
100
100
100
1290
100
1200
100
100
100
100
100
100
100
100
100
100
990
800
350
100
100
100
100
100
420
100
100
100
100
100
100
100
100
100
100
770
100
100
100
100
350
100
100
960
100
2000
100
100
380
450
100
1530
610
100
1860
1110
100
100
100
1130
100
100
100
360
100
100
100
590
100
100
100
100
100
100
100
390
100
100
100
100
100
100
100
100
100
100
100
370
100
100
100
650
100
100
100
1110
100
100
100
100
2900
100
100
100
100
100
100
100
1490
100
100
100
100
100
2990
100
360
1350
100
100
1590
100
100
100
100
100
100
100
450
100
100
100
100
100
100
100
100
100
890
100
840
390
100
100
100
100
100
1100
100
100
100
100
100
100
2740
100
100
100
100
100
410
100
100
400
100
100
540
100
100
100
100
100
1590
100
620
100
100
100
100
1940
100
100
100
100
100
380
100
100
100
1130
100
100
690
100
100
100
1230
580
100
100
100
100
100
100
100
100
940
350
400
100
100
100
2700
100
100
100
100
100
100
100
100
100
420
1340
100
100
100
100
100
100
100
100
3870
100
720
100
100
100
370
100
100
100
100
100
100
100
810
100
100
1110
100
100
100
100
100
100
100
100
410
100
100
100
100
100
100
100
100
100
100
510
100
100
3420
540
100
750
690
100
100
690
100
100
1340
100
100
100
940
100
420
100
100
100
100
100
2260
100
100
760
100
100
100
2060
100
100
390
100
100
100
660
100
100
930
100
100
100
100
100
100
950
720
100
100
100
100
100
100
1650
100
100
100
680
100
1000
100
100
370
100
100
100
100
100
810
100
920
100
100
100
100
100
100
360
100
440
730
100
100
100
450
100
660
100
100
100
100
370
100
100
100
100
1250
4550
100
100
410
360
100
420
100
100
650
100
100
100
1860
100
100
440
630
530
100
100
100
100
100
100
100
100
100
100
1510
100
470
100
440
100
100
4640
100
100
100
100
1680
100
570
2190
100
760
100
390
100
100
970
1170
100
2940
100
100
100
100
100
100
100
100
100
100
1410
100
100
100
100
100
100
100
920
100
100
100
100
100
100
100
410
100
100
100
100
1980
4260
100
100
100
100
100
1640
100
1040
840
600
100
100
100
100
100
100
100
350
440
100
100
100
100
2890
100
100
100
100
100
100
100
2200
100
100
420
100
100
100
100
100
1280
900
500
100
100
100
100
430
530
100
100
100
100
100
100
13770
430
990
100
100
100
100
100
100
100
1360
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
1060
100
100
100
670
100
100
1460
100
100
100
100
100
100
100
100
100
630
100
100
100
1010
100
100
3310
100
100
740
800
100
480
100
100
100
440
100
100
100
890
100
100
100
580
100
100
410
100
100
100
100
100
100
100
100
100
430
100
100
100
100
1030
100
100
100
100
490
100
630
440
650
100
100
100
100
540
100
100
100
100
100
660
100
350
100
100
100
450
100
100
100
100
100
100
100
100
100
100
100
100
780
100
2630
100
100
410
410
100
100
100
100
390
680
100
410
100
100
100
100
100
100
100
100
100
100
100
500
100
100
100
100
100
100
100
350
100
100
100
100
100
790
100
440
100
660
100
100
3400
100
100
100
100
380
100
100
100
100
100
100
440
100
100
100
100
100
100
100
100
100
100
100
670
100
100
2240
100
750
1930
100
1860
100
760
100
100
100
100
100
350
100
1520
420
100
100
100
100
100
100
100
100
100
410
470
100
760
100
500
630
100
350
1040
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
860
100
2250
100
100
100
100
100
100
100
1160
100
100
100
420
100
100
100
100
100
100
100
100
100
100
850
100
100
100
100
100
490
100
630
100
100
100
100
100
100
4290
1330
100
100
100
100
770
100
430
100
3570
100
100
100
100
100
2500
100
970
100
100
100
100
100
100
440
100
100
100
100
100
410
2230
990
100
100
100
100
100
100
100
100
100
1790
100
100
100
100
100
100
100
100
100
390
100
100
100
100
100
100
100
100
370
100
100
100
960
100
100
100
100
100
100
100
370
410
100
100
100
100
100
100
100
360
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
410
100
100
100
100
100
1630
100
100
390
350
100
100
1000
100
100
770
100
100
100
100
100
100
100
100
100
2220
600
100
100
100
100
490
100
100
100
100
100
1650
1090
4080
410
100
100
100
100
100
100
100
100
100
570
100
100
100
100
100
100
100
440
740
100
100
3940
100
100
390
100
100
100
100
100
1000
100
830
100
100
2930
100
100
100
350
100
100
650
100
100
100
100
100
100
100
100
100
100
100
1770
100
100
100
100
420
760
1660
100
1780
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
400
100
100
100
4820
100
100
1560
100
100
510
100
100
390
100
100
100
360
100
100
100
560
390
100
100
580
100
100
100
100
2190
100
100
420
100
100
100
100
100
100
680
100
100
350
100
100
440
400
100
1430
100
1110
100
100
360
100
2170
100
420
1730
450
100
100
100
2090
100
100
670
100
1300
3290
100
3050
100
4530
100
100
630
100
610
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
390
100
100
400
100
100
100
100
100
100
810
100
370
390
100
100
430
790
100
100
100
100
100
440
100
580
1570
2410
100
100
100
100
100
410
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
350
100
100
100
100
100
100
100
100
430
100
100
100
100
100
100
100
100
100
410
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
600
100
100
100
1430
100
100
760
100
410
100
880
100
100
590
100
100
100
100
100
2260
100
100
100
1070
100
100
100
370
850
100
360
100
100
350
390
100
100
100
100
380
100
100
440
100
3700
100
100
1670
100
100
100
3290
100
100
100
100
100
100
100
100
100
100
100
100
390
100
430
100
2110
100
1840
1170
100
970
100
830
100
100
390
100
100
100
100
1190
100
100
100
470
100
100
100
100
370
100
100
100
100
100
100
100
100
100
100
100
100
100
600
100
100
100
100
100
100
520
100
370
100
100
100
5410
100
100
100
100
100
100
360
530
100
100
100
100
100
100
1070
100
440
100
360
1140
100
100
100
100
3520
350
2000
100
400
100
460
100
100
100
410
100
100
100
1190
100
100
100
2220
3640
100
100
1570
440
100
350
100
100
100
1120
100
100
100
100
100
490
100
100
3720
440
420
100
100
100
100
100
100
400
100
370
100
100
670
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
1510
100
100
100
440
100
100
640
100
100
100
790
100
100
100
100
560
100
100
100
420
100
100
100
100
100
820
100
610
100
100
390
100
4450
100
1940
100
100
100
100
100
100
930
100
100
100
990
1300
100
100
100
1040
100
100
500
100
390
100
1440
100
100
100
100
100
100
390
4550
100
740
